original_phrase,paraphrase,approach_name,semantic_similarity,bleu,bert_score,sacre_bleu,temperature
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class can be written. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to common operations. ",transformers,0.8932508826255798,0.5539537756355059,0.9845476150512695,0.5262793898582458,0.7
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is being written. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to the common operations. ",transformers,0.8820837140083313,0.5405956722720371,0.9846844673156738,0.5135886073112488,0.7
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","There is a calculator class. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to common ones. ",transformers,0.9041127562522888,0.6042219291303452,0.9844410419464111,0.5573897361755371,0.7
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is needed. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to the usual ones. ",transformers,0.9027459025382996,0.5539537756355059,0.9826979637145996,0.5262793898582458,0.7
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","You can write a calculator class. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to the common ones. ",transformers,0.8986212611198425,0.5995561898065296,0.9835368990898132,0.5305075645446777,0.8
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class can be written. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to common operations. ",transformers,0.8932508826255798,0.5539537756355059,0.9845476150512695,0.5262793898582458,0.8
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is being written. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to the common operations. ",transformers,0.8820837140083313,0.5405956722720371,0.9846844673156738,0.5135886073112488,0.8
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","There is a calculator class. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to common ones. ",transformers,0.9041127562522888,0.6042219291303452,0.9844410419464111,0.5573897361755371,0.8
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is needed. It will contain common arithmetic operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to the usual ones. ",transformers,0.9027459025382996,0.5539537756355059,0.9826979637145996,0.5262793898582458,0.8
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","You can write a calculator class. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to the common ones. ",transformers,0.8954587578773499,0.5539537756355059,0.9824408292770386,0.48195794224739075,0.9
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is being written. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to common arithmetic operations. ",transformers,0.8818244934082031,0.5139891278869019,0.9851824641227722,0.4875958561897278,0.9
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class should be written. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to common ones. ",transformers,0.8926071524620056,0.5042050721427571,0.984113872051239,0.47663506865501404,0.9
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","There is a calculator class. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to them. ",transformers,0.8788776993751526,0.5424017094219583,0.984504222869873,0.4945257902145386,0.9
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is needed. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents in addition to regular operations. ",transformers,0.8926814794540405,0.5045397426486989,0.9838549494743347,0.4769514203071594,0.9
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","You can write a calculator class. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents. In addition, it's going to contain a lot of common functions, like addition and multiplication. ",transformers,0.8330717086791992,0.4302533899075566,0.9807108044624329,0.38241028785705566,1.0
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class can be written. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents. In addition, it's going to contain a lot of common computations, like addition and multiplication. ",transformers,0.822137176990509,0.38247651821695183,0.9810227155685425,0.37230294942855835,1.0
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is needed. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents. In addition, it's going to contain a lot of common arithmetic operations including addition and multiplication. ",transformers,0.8332744836807251,0.4068205054390899,0.9822724461555481,0.39733684062957764,1.0
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class can be created. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents. In addition, it's going to contain a lot of common arithmetic operations. ",transformers,0.8296135067939758,0.4314885223076407,0.9809324145317078,0.4219270646572113,1.0
"Write a Calculator class. It shall contain common arithmetic operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry, roots, exponents.","A calculator class is necessary. It will contain common operations, such as addition or multiplication, but also more advanced operations like logarithm, factorial, trigonometry, roots, and exponents. In addition, it's going to contain a lot of common calculations, like addition and multiplication. ",transformers,0.8250738382339478,0.3897650607332916,0.9805527925491333,0.3795354962348938,1.0
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented with the help of a web application. A user should be able to create, update and destroy whole lists as well as individual items. It should give users an idea of their progress, as well as remind them of tasks that are due. You can assume that the database layer was implemented separately. ",transformers,0.8777728080749512,0.4417757287204642,0.9838194847106934,0.4179081916809082,0.1
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented using a web application that uses a RESTAPI. The user should be able to create, update and destroy whole lists as well as individual items. It should give users an idea of their progress and remind them of tasks that are due. You can assume the database layer was implemented separately. ",transformers,0.8904505968093872,0.4740186859927746,0.986345648765564,0.45805758237838745,0.1
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A web application that implements a personal todo list should use a RESTAPI. A user should be able to create, update, and destroy whole lists as well as individual items. It should give users an idea of their progress, and remind them of tasks that are due. You can assume that the database layer was implemented seperately. ",transformers,0.9020587205886841,0.49024077497497165,0.9856727719306946,0.46866291761398315,0.1
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented using a web application that uses a REST. A user should be able to create, update and destroy whole lists as well as individual items with the help of the API. It should give users an idea of their progress, as well as remind them of tasks due. You can think of the database layer as being implemented separately. ",transformers,0.8972932696342468,0.3880250505891303,0.9834359288215637,0.3626135289669037,0.1
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A web application that implements a personal todo list should use a REST API. A user should be able to create, update and destroy whole lists as well as individual items with the help of the app. Users should be given an idea of their progress and be reminded of tasks that are due. You can assume that the database layer was already implemented separately. ",transformers,0.8810277581214905,0.4651685249005415,0.9863242506980896,0.43976205587387085,0.1
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented with the help of a web application. A user should be able to create, update and destroy whole lists as well as individual items. It should give users an idea of their progress, as well as remind them of tasks that are due. You can assume that the database layer was implemented separately. ",transformers,0.8777728080749512,0.4417757287204642,0.9838194847106934,0.4179081916809082,0.2
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented using a web application that uses a RESTAPI. The user should be able to create, update and destroy whole lists as well as individual items. It should give users an idea of their progress and remind them of tasks that are due. You can assume the database layer was implemented separately. ",transformers,0.8904505968093872,0.4740186859927746,0.986345648765564,0.45805758237838745,0.2
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented using a web application that uses a REST API. A user should be able to create, update, and destroy whole lists as well as individual items. It should give users an idea of their progress, and remind them of tasks that are due. You can assume that the database layer was implemented seperately. ",transformers,0.8940855264663696,0.4624300323769202,0.9855723977088928,0.44075727462768555,0.2
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A web application that implements a personal todo list should use a RESTAPI. A user should be able to create, update and destroy whole lists as well as individual items using the API. It should give users an idea of their progress, as well as remind them of tasks due. You can think of the database layer as being implemented separately. ",transformers,0.9149552583694458,0.45682178858398736,0.9858128428459167,0.42980724573135376,0.2
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented using a web application that uses a REST. A user should be able to create, update and destroy whole lists as well as individual items using the app. Users should be given an idea of their progress and be reminded of tasks that are due. You can assume that the database layer was already implemented separately. ",transformers,0.8406487107276917,0.4239659940969664,0.9844048023223877,0.3981245756149292,0.2
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented with the help of a web application. A user should be able to create, update and destroy whole lists as well as individual items. It should give users an idea of their progress, as well as remind them of tasks that are due. You can assume that the database layer was implemented separately. ",transformers,0.8777728080749512,0.4417757287204642,0.9838194847106934,0.4179081916809082,0.3
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented with the help of a web application that uses a REST. A user should be able to create, update and deletion whole lists as well as individual items. It should give users an idea of their progress and remind them of tasks that are due. You can assume the database layer was implemented separately. ",transformers,0.8891878128051758,0.48028034522263396,0.9834678173065186,0.456397145986557,0.3
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A web application that implements a personal todo list can be implemented using a RESTAPI. A user should be able to create, update, and destroy whole lists as well as individual items. It should give users an idea of their progress, and remind them of tasks that are due. You can assume that the database layer was implemented seperately. ",transformers,0.8931739330291748,0.4929657496997006,0.9859079122543335,0.4713604152202606,0.3
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A web application that implements a personal todo list can be implemented with a RESTAPI. A user should be able to create, update and destroy whole lists as well as individual items with the help of the API. It should give users an idea of their progress, as well as remind them of tasks due. You can think of the database layer as being implemented separately. ",transformers,0.8959033489227295,0.4287104289247379,0.9842134118080139,0.40323716402053833,0.3
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented using a web application that uses a RESTAPI. A user should be able to create, update and destroy whole lists as well as individual items using the API. Users should be given an idea of their progress and be reminded of tasks that are due. You can assume that the database layer was already implemented separately. ",transformers,0.8446229696273804,0.4239659940969664,0.9860169291496277,0.39487430453300476,0.3
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented with the help of a web application. A user should be able to create, update and destroy whole lists as well as individual items. It should give users an idea of their progress, as well as remind them of tasks that are due. You can assume that the database layer was implemented separately. ",transformers,0.8777728080749512,0.4417757287204642,0.9838194847106934,0.4179081916809082,0.4
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A personal todo list can be implemented with the help of a web application that uses a REST. A user should be able to create, update and deletion whole lists as well as individual items. It should give users an idea of their progress and remind them of tasks that are due. You can assume the database layer was implemented separately. ",transformers,0.8891878128051758,0.48028034522263396,0.9834678173065186,0.456397145986557,0.4
"Implement a REST API for a web application that implements a personal todo list using Flask. The API should allow a user to create, update and delete whole lists as well as individual items. It should also give users an idea of their progress, and give reminders of tasks due or overdue. You can assume the database layer was already implemented separately.","A web application that implements a personal todo list can be implemented using a RESTAPI. A user should be able to create, update, and destroy whole lists as well as individual items. It should give users an idea of their progress, and remind them of tasks that are due. You can assume that the database layer was implemented seperately. ",transformers,0.8931739330291748,0.4929657496997006,0.9859079122543335,0.4713604152202606,0.4
